Updated On,State,Total Doses ,Sessions, Sites ,First Dose ,Second Dose ,Male ,Female ,Transgender, Covaxin ,CoviShield ,Sputnik V ,AEFI,18-44 Years ,45-60 Years,60+ Years 
5/3/2021,Andhra Pradesh,785259,82741,4633,620332,164927,309536,310748,48,74476,545856,,,,,
6/3/2021,Andhra Pradesh,836177,90238,4767,653058,183119,328100,324908,50,78593,574465,,,,,
7/3/2021,Andhra Pradesh,836337,92172,4800,653146,183191,328113,324983,50,78617,574529,,,,,
8/3/2021,Andhra Pradesh,886175,103973,5022,688936,197239,348024,340859,53,82883,606053,,,,,
9/3/2021,Andhra Pradesh,740389,322430,2134,530098,210291,376301,364030,58,89539,650809,,,,,
10/3/2021,Andhra Pradesh,781210,339254,2226,561939,219271,398607,382539,64,94900,686269,,,,,
11/3/2021,Andhra Pradesh,789453,222832,1483,568693,220760,403348,386041,64,96712,692699,,,,,
12/3/2021,Andhra Pradesh,837831,335216,2218,606440,231391,429298,408467,66,103913,733876,,,,,
13/03/2021,Andhra Pradesh,881112,335490,2217,643857,237255,452180,428861,71,110778,770292,,,,,
14/03/2021,Andhra Pradesh,881921,6750,45,644610,237311,452618,429232,71,110902,770977,,,,,
15/03/2021,Andhra Pradesh,955901,338151,2225,708969,246932,492123,463692,86,122599,833260,,,,,
16/03/2021,Andhra Pradesh,1234075,331083,2204,976078,257997,501439,474547,92,145251,1088824,,246,,,
17/03/2021,Andhra Pradesh,1380960,331021,2206,1112607,268353,574770,537734,103,170164,1210796,,249,,,
18/03/2021,Andhra Pradesh,1472043,335302,2210,1194255,277788,618525,575611,119,186695,1285348,,249,,,
19/03/2021,Andhra Pradesh,1569131,334210,2219,1280956,288175,664137,616691,128,202942,1366189,,252,,,
20/03/2021,Andhra Pradesh,1681001,335031,2219,1381802,299199,716836,664828,138,223400,1457601,,252,,,
21/03/2021,Andhra Pradesh,1689691,3050,23,1389085,300606,720620,668325,140,226239,1463452,,256,,,
22/03/2021,Andhra Pradesh,1803338,337475,2224,1494286,309052,775360,718779,147,244907,1558431,,257,,,
23/03/2021,Andhra Pradesh,1939162,335500,2213,1617797,321365,839203,778435,159,270231,1668931,,258,,,
24/03/2021,Andhra Pradesh,2062333,336601,2227,1729748,332585,897812,831772,164,295142,1767191,,259,,,
25/03/2021,Andhra Pradesh,2211652,370097,2396,1864559,347093,967527,896857,175,325173,1886479,,262,,,
26/03/2021,Andhra Pradesh,2320613,343411,2250,1960827,359786,1018958,941678,191,349550,1971063,,265,,,
27/03/2021,Andhra Pradesh,2451110,345300,2266,2078246,372864,1079183,998859,204,377544,2073566,,268,,,
28/03/2021,Andhra Pradesh,2461015,70050,490,2086565,374450,1083308,1003053,204,378976,2082039,,270,,,
29/03/2021,Andhra Pradesh,2527121,269220,1745,2149525,377596,1115491,1033824,210,397004,2130117,,273,,,
30/03/2021,Andhra Pradesh,2621769,370220,2333,2234331,387438,1159964,1074147,220,419605,2202164,,280,,,
31/03/2021,Andhra Pradesh,2725169,378570,2437,2328018,397151,1206900,1120885,233,448242,2276927,,285,,,
1/4/2021,Andhra Pradesh,2825721,422202,2550,2421043,404678,1253157,1167646,240,481315,2344406,,286,,,
2/4/2021,Andhra Pradesh,2898547,261339,1564,2487480,411067,1286771,1200459,250,505786,2392761,,287,,,
3/4/2021,Andhra Pradesh,2986837,364450,2282,2566814,420023,1325949,1240608,257,530038,2456799,,289,,,
4/4/2021,Andhra Pradesh,3047568,139081,922,2621707,425861,1352129,1269318,260,546389,2501179,,290,,,
5/4/2021,Andhra Pradesh,3142814,407860,2470,2706804,436010,1392670,1313862,272,567792,2575022,,290,,,
6/4/2021,Andhra Pradesh,3207917,372084,2274,2764322,443595,1419795,1344250,277,584072,2623845,,292,,,
7/4/2021,Andhra Pradesh,3352010,416382,2308,2890332,461678,1479792,1410248,292,619956,2732054,,293,,,
8/4/2021,Andhra Pradesh,3496367,425051,2309,3020007,476360,1540961,1478742,304,652047,2844320,,295,,,
9/4/2021,Andhra Pradesh,3571106,315795,2000,3081066,490040,1572089,1508662,315,665935,2905171,,296,,,
10/4/2021,Andhra Pradesh,3803237,415755,2308,3281351,521886,1670720,1610286,345,688816,3114421,,297,,,
11/4/2021,Andhra Pradesh,3892459,374351,1465,3362926,529533,1710124,1652442,360,716938,3175521,,297,,,
12/4/2021,Andhra Pradesh,3913669,314600,1984,3380423,533246,1719378,1660680,365,728993,3184676,,301,,,
13/04/2021,Andhra Pradesh,3918519,182750,1357,3383754,534765,1721192,1662197,365,729750,3188769,,301,,,
14/04/2021,Andhra Pradesh,4558756,1150180,3403,3973533,585223,2001124,1971969,440,925165,3633591,,304,,,
15/04/2021,Andhra Pradesh,4597442,260050,1633,4003901,593541,2016874,1986583,444,939760,3657682,,309,,,
16/04/2021,Andhra Pradesh,4603722,111751,811,4007469,596253,2018845,1988180,444,942285,3661437,,310,,,
17/04/2021,Andhra Pradesh,4607860,83450,597,4009940,597920,2020113,1989380,447,944014,3663846,,311,,,
18/04/2021,Andhra Pradesh,4613016,58100,396,4013140,599876,2021729,1990964,447,944220,3668796,,311,,,
19/04/2021,Andhra Pradesh,4756582,297050,1912,4140526,616056,2091593,2048468,465,947164,3809418,,313,,,
20/04/2021,Andhra Pradesh,4927355,274150,2035,4234572,692783,2143599,2090498,475,966614,3960741,,315,,,
21/04/2021,Andhra Pradesh,4968449,275132,2041,4257182,711267,2156651,2100050,481,974969,3993480,,316,,,
22/04/2021,Andhra Pradesh,5327886,304361,2248,4337021,990865,2198899,2137627,495,1012178,4315708,,316,,,
23/04/2021,Andhra Pradesh,5554779,286490,2187,4464620,1090159,2267153,2196954,513,1028859,4525920,,316,,,
24/04/2021,Andhra Pradesh,5669867,231700,1953,4543318,1126549,2310508,2232281,529,1035362,4634505,,317,,,
25/04/2021,Andhra Pradesh,5678642,84100,560,4547972,1130670,2313082,2234361,529,1035700,4642942,,317,,,
26/04/2021,Andhra Pradesh,5986083,261120,2046,4761686,1224397,2427613,2333503,570,1038678,4947405,,317,,,
27/04/2021,Andhra Pradesh,6177693,261120,2068,4904030,1273663,2504587,2398847,596,1041050,5136643,,318,,,
28/04/2021,Andhra Pradesh,6281949,226051,1831,4955046,1326903,2532259,2422187,600,1088044,5193905,,319,,,
29/04/2021,Andhra Pradesh,6353841,208309,1708,4988411,1365430,2550447,2437361,603,1129406,5224435,,320,,,
30/04/2021,Andhra Pradesh,6579034,208210,1959,5112011,1467023,2617576,2493805,630,1142028,5437006,,321,,,
1/5/2021,Andhra Pradesh,6694297,171700,1636,5174960,1519337,2651598,2522724,638,1149672,5544625,,322,,,
2/5/2021,Andhra Pradesh,6696325,15400,146,5176393,1519932,2652440,2523315,638,1149985,5546340,,322,,,
3/5/2021,Andhra Pradesh,6732767,145000,1346,5195851,1536916,2663314,2531894,643,1155229,5577538,,322,,,
4/5/2021,Andhra Pradesh,6748028,91200,866,5204180,1543848,2668179,2535341,660,1157926,5590102,,322,,,
5/5/2021,Andhra Pradesh,6947225,195650,1569,5273196,1674029,2705002,2567518,676,1158649,5788576,,322,,,
6/5/2021,Andhra Pradesh,7140106,207900,1662,5345545,1794561,2741996,2602857,692,1159531,5980575,,322,,,
7/5/2021,Andhra Pradesh,7255219,165850,1527,5393064,1862155,2766788,2625576,700,1167687,6087532,,322,,,
8/5/2021,Andhra Pradesh,7410800,178100,1462,5436592,1974208,2788681,2647201,710,1218670,6192130,,322,,,
9/5/2021,Andhra Pradesh,7425692,31450,221,5443382,1982310,2792615,2650055,712,1226065,6199627,,322,,,
10/5/2021,Andhra Pradesh,7427778,20100,172,5443951,1983827,2792927,2650312,712,1227720,6200058,,323,,,
11/5/2021,Andhra Pradesh,7463899,51650,494,5450913,2012986,2796374,2653826,713,1231872,6232027,,323,,,
12/5/2021,Andhra Pradesh,7504394,107600,885,5459958,2044436,2801005,2658237,716,1243390,6261004,,323,,,
13/05/2021,Andhra Pradesh,7551945,110750,1010,5470083,2081862,2806378,2662988,717,1249384,6302561,,323,,,
14/05/2021,Andhra Pradesh,7570886,61550,597,5474544,2096342,2808596,2665231,717,1254311,6316575,,323,,,
15/05/2021,Andhra Pradesh,7651927,100480,968,5484714,2167213,2813644,2670349,721,1325533,6326394,,324,,,
16/05/2021,Andhra Pradesh,7664356,32624,215,5487757,2176599,2815330,2671705,722,1337057,6327299,,324,,,
17/05/2021,Andhra Pradesh,7731254,221492,986,5504954,2226300,2824795,2679434,725,1396931,6334323,,325,,,
18/05/2021,Andhra Pradesh,7799705,217541,967,5518465,2281240,2832373,2685367,725,1459794,6339911,,325,,,
19/05/2021,Andhra Pradesh,7835404,140404,787,5529872,2305532,2838551,2690596,725,1490064,6345340,,325,,,
20/05/2021,Andhra Pradesh,7858242,135182,742,5540108,2318134,2844499,2694884,725,1507305,6350937,,326,,,
21/05/2021,Andhra Pradesh,7893522,152022,854,5553124,2340398,2851383,2701013,728,1535768,6357725,29,326,,,
22/05/2021,Andhra Pradesh,7912356,119036,711,5564360,2347996,2858192,2705438,730,1545271,6367023,62,326,,,
23/05/2021,Andhra Pradesh,7916347,13800,84,5565702,2350645,2858966,2706006,730,1548415,6367870,62,326,,,
24/05/2021,Andhra Pradesh,8024687,239081,982,5657964,2366723,2909409,2747806,749,1567091,6457526,70,326,,,
25/05/2021,Andhra Pradesh,8166313,319242,1116,5791183,2375130,2983569,2806843,771,1579033,6587190,90,326,,,
26/05/2021,Andhra Pradesh,8461498,718777,1326,6077585,2383913,3130910,2945858,817,1590535,6870841,122,326,,,
27/05/2021,Andhra Pradesh,9041673,1252094,1664,6646298,2395375,3411217,3234113,968,1602670,7438870,133,326,,,
28/05/2021,Andhra Pradesh,9489396,1263236,1683,7076650,2412746,3621182,3454426,1042,1621548,7867704,144,327,,,
29/05/2021,Andhra Pradesh,9756270,1061578,1672,7274735,2481535,3717102,3556563,1070,1703809,8052292,169,328,,,
30/05/2021,Andhra Pradesh,9772924,101911,343,7288465,2484459,3723835,3563555,1075,1709033,8063722,169,328,,,
31/05/2021,Andhra Pradesh,9868747,523404,1019,7356423,2512324,3757692,3597643,1088,1747453,8121064,230,328,,,
1/6/2021,Andhra Pradesh,10083415,700195,1341,7553586,2529829,3853058,3699410,1118,1780292,8302843,280,328,,,
2/6/2021,Andhra Pradesh,10243842,789656,1207,7696078,2547764,3922543,3772396,1139,1875260,8368274,308,328,,,
3/6/2021,Andhra Pradesh,10341301,707433,1008,7786969,2554332,3965736,3820087,1146,1904457,8436346,498,329,,,
4/6/2021,Andhra Pradesh,10708410,1020917,1696,8141170,2567240,4135672,4004213,1285,1925318,8782234,858,330,,,
5/6/2021,Andhra Pradesh,10803822,684992,1329,8231348,2572474,4180641,4049412,1295,1946325,8856083,1414,330,,,
6/6/2021,Andhra Pradesh,10869971,270807,556,8293652,2576319,4210095,4082255,1302,1962928,8905629,1414,330,,,
7/6/2021,Andhra Pradesh,11013621,641643,1198,8429887,2583734,4279146,4149418,1323,2027977,8983724,1920,330,,,
8/6/2021,Andhra Pradesh,11059995,480348,969,8472406,2587589,4302407,4168673,1326,2048032,9009451,2512,330,,,
9/6/2021,Andhra Pradesh,11234803,536951,1112,8637923,2596880,4370514,4266054,1355,2056250,9175289,3264,330,,,
10/6/2021,Andhra Pradesh,11496440,810123,1567,8891341,2605099,4452456,4437458,1427,2059722,9432881,3837,330,,,
11/6/2021,Andhra Pradesh,11696369,569750,1251,9085932,2610437,4505407,4579082,1443,2066460,9626017,3892,331,,,
12/6/2021,Andhra Pradesh,11877129,665156,1397,9257127,2620002,4559611,4696053,1463,2070695,9802056,4378,331,,,
13/06/2021,Andhra Pradesh,11958631,261233,618,9335665,2622966,4578882,4755307,1476,2106717,9847536,4378,331,,,
14/06/2021,Andhra Pradesh,12319387,903521,1760,9683451,2635936,4674564,5007358,1529,2182013,10132783,4591,331,,,
15/06/2021,Andhra Pradesh,12406367,443493,1058,9765707,2640660,4702322,5061845,1540,2202178,10199373,4816,331,,,
16/06/2021,Andhra Pradesh,12439899,342464,679,9795862,2644037,4714908,5079409,1545,2211640,10223252,5007,331,,,
17/06/2021,Andhra Pradesh,12462701,306935,531,9817124,2645577,4725252,5090325,1547,2217933,10239256,5512,331,,,
18/06/2021,Andhra Pradesh,12487466,168316,300,9838546,2648920,4735452,5101543,1551,2225556,10256380,5530,331,,,
19/06/2021,Andhra Pradesh,12503233,43726,126,9850955,2652278,4743121,5106282,1552,2233171,10264507,5555,331,,,
20/06/2021,Andhra Pradesh,13940560,3368484,2266,11201229,2739331,5146701,6052755,1773,2263984,11671021,5555,331,,,
21/06/2021,Andhra Pradesh,14011163,392251,640,11265333,2745830,5173815,6089678,1840,2272590,11732994,5579,331,,,
22/06/2021,Andhra Pradesh,14058162,259304,357,11306134,2752028,5193221,6111058,1855,2283021,11769342,5799,331,,,
23/06/2021,Andhra Pradesh,14091954,139563,299,11331864,2760090,5207530,6122476,1858,2295497,11790373,6084,331,,,
24/06/2021,Andhra Pradesh,14404310,732718,1673,11586263,2818047,5283920,6300402,1941,2329622,12068278,6410,332,,,
25/06/2021,Andhra Pradesh,14525647,376668,1377,11681453,2844194,6780258,7743250,2139,2348492,12170245,6910,331,3385880,6849802,4289965
26/06/2021,Andhra Pradesh,14827546,735586,1595,11920947,2906599,6892932,7932400,2214,2360798,12458694,8054,332,3506255,6979722,4341569
27/06/2021,Andhra Pradesh,14868799,337110,501,11958632,2910167,6899397,7967180,2222,2363290,12497455,8054,332,3541394,6983834,4343571
28/06/2021,Andhra Pradesh,15094679,769684,1488,12120023,2974656,6978724,8113686,2269,2372589,12713087,9003,333,3644831,7068629,4381219
29/06/2021,Andhra Pradesh,15389049,943199,1797,12346836,3042213,7064129,8322595,2325,2392509,12986450,10090,333,3804974,7163949,4420126
30/06/2021,Andhra Pradesh,15703354,926496,1589,12587352,3116002,7186745,8514170,2439,2511828,13179682,11844,333,3930751,7302575,4470028
1/7/2021,Andhra Pradesh,15985323,878230,1585,12805075,3180248,7289616,8693218,2489,2558873,13413668,12782,334,4049222,7415086,4521015
2/7/2021,Andhra Pradesh,16331596,847681,1695,13098513,3233083,7423876,8905155,2565,2597212,13721089,13295,335,4196261,7563912,4571423
3/7/2021,Andhra Pradesh,16441282,465202,1259,13172868,3268414,7472502,8966208,2572,2629715,13797338,14229,335,4243166,7610192,4587924
4/7/2021,Andhra Pradesh,16459822,98984,393,13188358,3271464,7478387,8978861,2574,2641650,13803886,14286,335,4254199,7615564,4590059
5/7/2021,Andhra Pradesh,16582123,373069,983,13264570,3317553,7530598,9048933,2592,2733739,13832995,15389,335,4300326,7673673,4608124
6/7/2021,Andhra Pradesh,16633924,180845,653,13298596,3335328,7555484,9075840,2600,2771300,13846543,16081,336,4324669,7694452,4614803
7/7/2021,Andhra Pradesh,16676789,141426,521,13322285,3354504,7576148,9098034,2607,2791299,13868759,16731,336,4342798,7711677,4622314
8/7/2021,Andhra Pradesh,16715911,118165,479,13347419,3368492,7595055,9118246,2610,2814587,13882291,19033,337,4362304,7725825,4627782
9/7/2021,Andhra Pradesh,16752650,188109,608,13372990,3379660,7611090,9138947,2613,2841589,13890216,20845,337,4384156,7737206,4631288
10/7/2021,Andhra Pradesh,16945717,498064,1030,13472620,3473097,7694693,9248380,2644,2859090,14064529,22098,337,4442926,7828334,4674457
11/7/2021,Andhra Pradesh,17054306,621512,702,13530165,3524141,7739443,9312193,2670,2862244,14169951,22111,337,4477248,7878197,4698861
12/7/2021,Andhra Pradesh,17357400,852964,1523,13680228,3677172,7867977,9486710,2713,2874587,14459530,23283,338,4587408,8009790,4760202
13/07/2021,Andhra Pradesh,17589477,635034,1436,13817568,3771909,7969543,9617186,2748,2882909,14682543,24025,342,4687621,8102451,4799405
14/07/2021,Andhra Pradesh,18040090,866037,1464,14191112,3848978,8178987,9858285,2818,2910973,15104391,24726,342,4804917,8323796,4911377
15/07/2021,Andhra Pradesh,18130140,345553,955,14242409,3887731,8221986,9905327,2827,2917718,15185783,26639,343,4850816,8354060,4925264
16/07/2021,Andhra Pradesh,18391785,785070,1675,14395270,3996515,8340895,10048025,2865,2922862,15440430,28493,343,4964790,8455225,4971770
17/07/2021,Andhra Pradesh,18625728,652048,1606,14507747,4117981,8454770,10168046,2912,2930765,15664487,30476,344,5064018,8546329,5015381
18/07/2021,Andhra Pradesh,18649051,71058,254,14513706,4135345,8466529,10179606,2916,2933756,15684647,30648,350,5077930,8552441,5018680
19/07/2021,Andhra Pradesh,18797967,596081,1654,14559126,4238841,8539312,10255721,2934,2950045,15816136,31786,351,5129346,8618502,5050119
20/07/2021,Andhra Pradesh,19036238,754411,1858,14668281,4367957,8642774,10390497,2967,2985593,16018000,32645,351,5228494,8715886,5091858
21/07/2021,Andhra Pradesh,19154817,499616,1312,14739379,4415438,8698886,10452930,3001,2995978,16125111,33728,351,5280297,8763947,5110573
22/07/2021,Andhra Pradesh,19324817,668674,1745,14818721,4506096,8773634,10548140,3043,3033199,16257222,34396,353,5361903,8828772,5134142
23/07/2021,Andhra Pradesh,19473515,585678,1552,14871831,4601684,8837340,10633115,3060,3090009,16348427,35079,353,5435862,8883675,5153978
24/07/2021,Andhra Pradesh,19565589,510475,1459,14910329,4655260,8879447,10683071,3071,3122068,16407455,36066,353,5483187,8915938,5166464
25/07/2021,Andhra Pradesh,19570886,119233,216,14913421,4657465,8882247,10685566,3073,3124806,16409878,36202,353,5487050,8916743,5167093
26/07/2021,Andhra Pradesh,20753512,2380500,2228,15733829,5019683,9421204,11329003,3305,3161871,17554815,36826,353,5953449,9437754,5362309
27/07/2021,Andhra Pradesh,20928087,728604,1772,15829320,5098767,9504978,11419785,3324,3176001,17714678,37408,353,6022879,9508506,5396702
28/07/2021,Andhra Pradesh,21025625,0,0,15860970,5164655,9551361,11470924,3340,3205469,17782235,37921,354,6061741,9548568,5415316
29/07/2021,Andhra Pradesh,21173255,561479,1530,15906265,5266990,9621203,11548695,3357,3237154,17897672,38429,354,6106509,9618523,5448223
30/07/2021,Andhra Pradesh,21414613,724101,1859,15950840,5463773,9734694,11676524,3395,3291266,18082827,40520,355,6172954,9722929,5518730
31/07/2021,Andhra Pradesh,21669393,825352,2017,16096801,5572592,9851959,11814126,3436,3340776,18286201,42416,355,6268743,9833598,5567052
1/8/2021,Andhra Pradesh,21887210,196463,635,16301072,5586138,9957341,11926394,3475,3383819,18460786,42605,355,6340557,9933360,5613293
2/8/2021,Andhra Pradesh,22298933,1275589,2103,16567700,5731233,10144362,12151015,3556,3435556,18819489,43888,359,6485621,10125632,5687680
3/8/2021,Andhra Pradesh,22476139,829959,1963,16676151,5799988,10225289,12247269,3581,3476686,18954688,44765,359,6553283,10201131,5721725
4/8/2021,Andhra Pradesh,22650260,899161,2035,16786246,5864014,10303552,12343098,3610,3556694,19048375,45191,359,6642720,10260515,5747025
5/8/2021,Andhra Pradesh,22822334,908747,1983,16889200,5933134,10383231,12435469,3634,3623768,19152235,46331,359,6724203,10323536,5774595
6/8/2021,Andhra Pradesh,23390303,1598607,2214,17319552,6070751,10647616,12738912,3775,3684179,19658229,47895,361,6947157,10582746,5860400
7/8/2021,Andhra Pradesh,23617219,1048658,2052,17477123,6140096,10752975,12860445,3799,3727191,19840682,49346,361,7057940,10666012,5893267
8/8/2021,Andhra Pradesh,23699006,645542,1154,17531461,6167545,10789095,12906099,3812,3747175,19902415,49416,585,7094834,10697064,5907108
9/8/2021,Andhra Pradesh,23842895,926449,1732,17628583,6214312,10852932,12986129,3834,3804590,19988469,49836,656,7169390,10746667,5926838
10/8/2021,Andhra Pradesh,,,,,,,,,,,,,,,
11/8/2021,Andhra Pradesh,,,,,,,,,,,,,,,
12/8/2021,Andhra Pradesh,,,,,,,,,,,,,,,
13/08/2021,Andhra Pradesh,,,,,,,,,,,,,,,
14/08/2021,Andhra Pradesh,,,,,,,,,,,,,,,
15/08/2021,Andhra Pradesh,,,,,,,,,,,,,,,
16/01/2021,Arunachal Pradesh,81,10,9,81,0,40,41,0,0,81,,,,,
17/01/2021,Arunachal Pradesh,178,44,30,178,0,70,108,0,0,178,,,,,
18/01/2021,Arunachal Pradesh,560,74,50,560,0,119,441,0,0,560,,,,,
19/01/2021,Arunachal Pradesh,574,77,51,574,0,122,452,0,0,574,,,,,
20/01/2021,Arunachal Pradesh,601,127,76,601,0,133,468,0,0,601,,,,,
21/01/2021,Arunachal Pradesh,1154,175,104,1154,0,302,852,0,0,1154,,,,,
22/01/2021,Arunachal Pradesh,1818,200,115,1818,0,428,1390,0,0,1818,,,,,
23/01/2021,Arunachal Pradesh,2446,208,120,2446,0,586,1860,0,0,2446,,,,,
24/01/2021,Arunachal Pradesh,2529,227,124,2529,0,609,1920,0,0,2529,,,,,
25/01/2021,Arunachal Pradesh,3442,235,130,3442,0,837,2605,0,0,3442,,,,,
26/01/2021,Arunachal Pradesh,3462,240,133,3462,0,848,2614,0,0,3462,,,,,
27/01/2021,Arunachal Pradesh,3998,269,144,3998,0,1017,2981,0,0,3998,,,,,
28/01/2021,Arunachal Pradesh,5470,294,150,5470,0,1363,4107,0,0,5470,,,,,
29/01/2021,Arunachal Pradesh,6106,301,150,6106,0,1491,4615,0,0,6106,,,,,
30/01/2021,Arunachal Pradesh,6491,304,150,6491,0,1543,4948,0,0,6491,,,,,
31/01/2021,Arunachal Pradesh,6525,315,151,6525,0,1556,4969,0,0,6525,,,,,
1/2/2021,Arunachal Pradesh,6668,330,154,6668,0,1570,5098,0,0,6668,,,,,
2/2/2021,Arunachal Pradesh,6668,359,165,6668,0,1570,5098,0,0,6668,,,,,
3/2/2021,Arunachal Pradesh,6758,388,174,6758,0,1597,5161,0,0,6758,,,,,
4/2/2021,Arunachal Pradesh,7785,423,178,7785,0,1832,5953,0,0,7785,,,,,
5/2/2021,Arunachal Pradesh,8745,455,183,8745,0,2148,6597,0,0,8745,,,,,
6/2/2021,Arunachal Pradesh,9288,466,183,9288,0,2271,7017,0,0,9288,,,,,
7/2/2021,Arunachal Pradesh,9292,498,190,9292,0,2272,7020,0,0,9292,,,,,
8/2/2021,Arunachal Pradesh,10438,510,192,10438,0,2840,7598,0,6,10432,,,,,
9/2/2021,Arunachal Pradesh,10465,542,193,10465,0,2864,7601,0,28,10437,,,,,
10/2/2021,Arunachal Pradesh,10529,575,196,10529,0,2888,7641,0,28,10501,,,,,
11/2/2021,Arunachal Pradesh,11372,610,196,11372,0,3352,8020,0,28,11344,,,,,
12/2/2021,Arunachal Pradesh,12173,652,196,12173,0,3853,8320,0,28,12145,,,,,
13/02/2021,Arunachal Pradesh,13707,676,198,13251,456,4532,8719,0,28,13223,,,,,
14/02/2021,Arunachal Pradesh,13730,720,198,13274,456,4554,8720,0,28,13246,,,,,
15/02/2021,Arunachal Pradesh,17018,742,199,15434,1584,5721,9713,0,28,15406,,,,,
16/02/2021,Arunachal Pradesh,17130,788,199,15546,1584,5813,9733,0,30,15516,,,,,
